date,location_key,country_code,country_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,new_recovered,cumulative_recovered,paso,new_vaccine_doses_administered,active_cases
2021-01-02,AR,AR,Argentina,7767,166,7767,166,20334,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,27,18,33,0.0,43.58135,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7767,7767,0,20334,0
2021-01-03,AR,AR,Argentina,4934,157,12701,323,20529,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,21,17,33,13.1445,74.880846,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,4934,12701,20334,195,0
2021-01-04,AR,AR,Argentina,13953,157,26654,480,25164,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,18,30,1.4986,60.805923,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,12911,25612,20529,4635,885
2021-01-05,AR,AR,Argentina,14085,160,40739,640,29852,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,20,16,30,8.28675,72.972595,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,12911,38523,25164,4688,1014
2021-01-06,AR,AR,Argentina,14496,131,55235,771,34162,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,20,13,26,5.108222,52.241997,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,12911,51435,29852,4310,1454
2021-01-07,AR,AR,Argentina,13722,160,68957,931,42092,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,25,12,32,0.0,39.691672,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,12911,64346,34162,7930,651
2021-01-08,AR,AR,Argentina,13932,162,82889,1093,54090,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,22,16,33,3.265714,57.254261,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,12911,77257,42092,11998,859
2021-01-09,AR,AR,Argentina,9959,158,92848,1251,58552,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,22,13,29,13.687778,61.715447,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,9959,87216,54090,4462,0
2021-01-10,AR,AR,Argentina,5174,165,98022,1416,59043,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,25,17,32,0.0,62.971625,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,5174,92390,58552,491,0
2021-01-11,AR,AR,Argentina,13076,170,111098,1586,67496,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,22,16,32,17.3736,69.595456,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,12911,105302,59043,8453,0
2021-01-12,AR,AR,Argentina,12787,172,123885,1758,75681,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,20,13,27,3.0226,54.836353,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,12787,118089,67496,8185,0
2021-01-13,AR,AR,Argentina,13374,155,137259,1913,82837,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,23,15,28,0.056444,60.0651,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,12911,131000,75681,7156,308
2021-01-14,AR,AR,Argentina,12131,149,149390,2062,89912,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,25,18,30,0.7874,60.988179,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,12131,143131,82837,7075,0
2021-01-15,AR,AR,Argentina,11384,191,160774,2253,97355,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,18,31,18.683111,71.572632,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,11384,154515,89912,7443,0
2021-01-16,AR,AR,Argentina,8426,174,169200,2427,99874,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,20,15,28,17.145,69.108272,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,8426,162941,97355,2519,0
2021-01-17,AR,AR,Argentina,4951,180,174151,2607,100339,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,21,10,27,1.1176,47.820175,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,4951,167892,99874,465,0
2021-01-18,AR,AR,Argentina,12019,186,186170,2793,104504,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,23,13,30,0.0,47.555531,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,12019,179911,100339,4165,0
2021-01-19,AR,AR,Argentina,12038,170,198208,2963,110155,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,14,31,0.0,46.973155,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,12038,191949,104504,5651,0
2021-01-20,AR,AR,Argentina,11380,194,209588,3157,118646,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,15,32,0.0,50.731499,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,11380,203329,110155,8491,0
2021-01-21,AR,AR,Argentina,10402,219,219990,3376,124635,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,25,16,32,0.0,48.963586,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,10402,213731,118646,5989,0
2021-01-22,AR,AR,Argentina,9964,184,229954,3560,128560,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,27,16,33,0.0,53.422138,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,9964,223695,124635,3925,0
2021-01-23,AR,AR,Argentina,6677,176,236631,3736,130257,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,28,19,34,0.0,54.38086,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,6677,230372,128560,1697,0
2021-01-24,AR,AR,Argentina,3770,192,240401,3928,130385,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,27,20,34,0.889,57.949113,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,3770,234142,130257,128,0
2021-01-25,AR,AR,Argentina,10045,184,250446,4112,136432,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,28,20,35,0.508,59.380323,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,10045,244187,130385,6047,0
2021-01-26,AR,AR,Argentina,10304,191,260750,4303,141966,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,26,19,35,4.953,64.937587,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,10304,254491,136432,5534,0
2021-01-27,AR,AR,Argentina,9888,189,270638,4492,146224,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,26,18,32,0.056444,55.90692,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,9888,264379,141966,4258,0
2021-01-28,AR,AR,Argentina,9265,168,279903,4660,153122,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,23,17,33,15.3162,65.169881,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,9265,273644,146224,6898,0
2021-01-29,AR,AR,Argentina,8722,152,288625,4812,163197,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,23,15,29,33.8582,70.82816,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,8722,282366,153122,10075,0
2021-01-30,AR,AR,Argentina,6385,167,295010,4979,167354,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,19,15,29,29.774444,82.897596,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,6385,288751,163197,4157,0
2021-01-31,AR,AR,Argentina,3915,148,298925,5127,167611,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,16,13,21,4.430889,83.7624,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,3915,292666,167354,257,0
2021-02-01,AR,AR,Argentina,8937,161,307862,5288,176063,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,17,13,21,12.220222,82.621228,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,8937,301603,167611,8452,0
2021-02-02,AR,AR,Argentina,9149,161,317011,5449,186296,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,18,14,23,7.2898,80.686225,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,9149,310752,176063,10233,0
2021-02-03,AR,AR,Argentina,8659,154,325670,5603,197780,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,20,12,26,0.733778,66.220752,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,8659,319411,186296,11484,0
2021-02-04,AR,AR,Argentina,8113,165,333783,5768,209559,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,22,12,28,0.7366,57.056738,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,8113,327524,197780,11779,0
2021-02-05,AR,AR,Argentina,7688,166,341471,5934,223224,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,23,12,29,0.0,58.852108,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7688,335212,209559,13665,0
2021-02-06,AR,AR,Argentina,5120,147,346591,6081,227709,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,15,30,0.0,58.008656,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,5120,340332,223224,4485,0
2021-02-07,AR,AR,Argentina,2910,158,349501,6239,228279,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,25,16,31,0.0,55.237728,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,2910,343242,227709,570,0
2021-02-08,AR,AR,Argentina,7383,120,356884,6359,238001,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,19,15,30,1.1684,83.417133,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7383,350625,228279,9722,0
2021-02-09,AR,AR,Argentina,7761,138,364645,6497,246347,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,19,14,22,6.999111,79.983422,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7761,358386,238001,8346,0
2021-02-10,AR,AR,Argentina,7122,156,371767,6653,252792,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,16,14,23,0.0,88.329804,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7122,365508,246347,6445,0
2021-02-11,AR,AR,Argentina,7167,125,378934,6778,260187,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,17,9,25,1.9471721860841424,57.165768626213584,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7167,372675,252792,7395,0
2021-02-12,AR,AR,Argentina,7184,122,386118,6900,266804,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,17,9,25,1.9471721860841424,57.165768626213584,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7184,379859,260187,6617,0
2021-02-13,AR,AR,Argentina,4902,148,391020,7048,268110,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,23,14,28,0.435429,65.746521,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,4902,384761,266804,1306,0
2021-02-14,AR,AR,Argentina,2716,126,393736,7174,268175,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,15,31,6.0452,60.954871,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,2716,387477,268110,65,0
2021-02-15,AR,AR,Argentina,3890,142,397626,7316,268739,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,21,16,31,0.028222,71.702272,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,3890,391367,268175,564,0
2021-02-16,AR,AR,Argentina,3550,105,401176,7421,269314,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,21,14,27,0.3048,64.079028,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,3550,394917,268739,575,0
2021-02-17,AR,AR,Argentina,7890,131,409066,7552,279766,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,14,30,0.0,56.472677,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7890,402807,269314,10452,0
2021-02-18,AR,AR,Argentina,7858,145,416924,7697,307412,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,15,31,5.7912,55.259962,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7858,410665,279766,27646,0
2021-02-19,AR,AR,Argentina,7482,133,424406,7830,337025,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,20,16,31,0.6096,71.379728,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7482,418147,307412,29613,0
2021-02-20,AR,AR,Argentina,4884,115,429290,7945,351450,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,25,22,27,0.0,51.961867,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,4884,423031,337025,14425,0
2021-02-21,AR,AR,Argentina,2981,131,432271,8076,360572,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,26,16,29,0.0,59.594203,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,2981,426012,351450,9122,0
2021-02-22,AR,AR,Argentina,7421,138,439692,8214,389916,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,17,31,0.451556,62.274628,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7421,433433,360572,29344,0
2021-02-23,AR,AR,Argentina,7131,129,446823,8343,428144,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,23,15,31,2.921,56.592614,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7131,440564,389916,38228,0
2021-02-24,AR,AR,Argentina,7017,118,453840,8461,469262,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,23,13,30,0.0,56.93425,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7017,447581,428144,41118,0
2021-02-25,AR,AR,Argentina,7030,129,460870,8590,504235,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,25,15,31,0.0,59.441252,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7030,454611,469262,34973,0
2021-02-26,AR,AR,Argentina,6669,108,467539,8698,540391,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,25,17,32,0.0,58.852159,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,6669,461280,504235,36156,0
2021-02-27,AR,AR,Argentina,4540,115,472079,8813,548570,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,25,17,32,2.709333,60.587571,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,4540,465820,540391,8179,0
2021-02-28,AR,AR,Argentina,2553,117,474632,8930,551500,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,17,31,10.740571,71.860864,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,2553,468373,548570,2930,0
2021-03-01,AR,AR,Argentina,7466,123,482098,9053,584867,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,19,30,4.092222,75.061864,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7466,475839,551500,33367,0
2021-03-02,AR,AR,Argentina,7245,141,489343,9194,618243,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,18,30,0.471714,72.826054,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7245,483084,584867,33376,0
2021-03-03,AR,AR,Argentina,7505,122,496848,9316,649765,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,23,17,30,0.108857,74.282136,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7505,490589,618243,31522,0
2021-03-04,AR,AR,Argentina,7120,112,503968,9428,699163,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,17,31,0.0,67.395154,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7120,497709,649765,49398,0
2021-03-05,AR,AR,Argentina,7199,140,511167,9568,748537,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,24,17,31,0.0,68.54643,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7199,504908,699163,49374,0
2021-03-06,AR,AR,Argentina,4757,94,515924,9662,773432,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,25,16,31,0.0,63.382957,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,4757,509665,748537,24895,0
2021-03-07,AR,AR,Argentina,2737,107,518661,9769,778614,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,25,17,32,0.0,58.773532,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,2737,512402,773432,5182,0
2021-03-08,AR,AR,Argentina,7188,121,525849,9890,823142,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,23,17,32,1.49225,65.018267,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7188,519590,778614,44528,0
2021-03-09,AR,AR,Argentina,7402,136,533251,10026,873252,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,23,15,30,0.0,61.329798,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7402,526992,823142,50110,0
2021-03-10,AR,AR,Argentina,7990,124,541241,10150,943649,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,25,16,32,0.0,55.166756,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7990,534982,873252,70397,0
2021-03-11,AR,AR,Argentina,7918,122,549159,10272,1023899,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,23,17,32,3.7338,65.149895,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,7918,542900,943649,80250,0
